date,department,program of study,year of study,overall quality of education,accessibility of college resources,effectiveness of communication channels,quality of campus facilities,likelihood to recommend the college,satisfaction with extracurricular activities,support provided by academic advisors,promotion of diversity and inclusion,effectiveness of career services,satisfaction with IT support,greatest strength,areas needing improvement,positive experience with professor/staff,additional resources or support desired,suggestions for enhancing student engagement
2023-03-22,Business,Financial Engineering,1.2,3,1,1,5,2,1,4,1,3,2,Good emphasis on technology and innovation.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Increased collaboration opportunities between departments.
2023-08-31,Technical,Data Science,3.1,2,5,2,3,3,4,3,1,5,5,Good emphasis on technology and innovation.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,Frequent cultural and diversity events.
2023-03-21,Business,Computer Networking,2.1,1,5,3,4,3,3,3,1,2,2,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,More study spaces during exam periods would be helpful.,Increased collaboration opportunities between departments.
2023-08-28,Technical,Financial Engineering,3.1,3,5,5,4,5,3,4,3,5,3,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,My academic advisor was always available and provided great guidance.,Better mental health support services.,Frequent cultural and diversity events.
2023-03-10,Technical,Computer Networking,2.2,2,1,2,2,3,3,1,2,3,1,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-01-14,Business,Financial Engineering,1.1,5,4,3,1,2,1,1,2,4,2,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,More hands-on workshops and hackathons.
2023-03-09,Business,Computer Networking,1.2,4,5,5,3,5,1,2,3,4,5,Good emphasis on technology and innovation.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,More hands-on workshops and hackathons.
2023-01-21,Business,Telecommunication,3.1,2,3,5,5,1,4,4,3,1,5,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,The staff at the IT helpdesk was incredibly supportive during my project.,More frequent career counseling sessions.,More hands-on workshops and hackathons.
2023-03-19,Technical,Telecommunication,1.1,3,5,1,4,4,2,5,1,1,3,Good emphasis on technology and innovation.,Better coordination in scheduling exams and assignments.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,Regular town hall meetings to discuss student concerns.
2023-07-04,Technical,Computer Networking,3.1,5,1,5,4,3,1,5,2,2,4,Good emphasis on technology and innovation.,More diverse extracurricular activities are needed.,My academic advisor was always available and provided great guidance.,Increased access to online learning materials.,Regular town hall meetings to discuss student concerns.
2023-01-20,Technical,Data Science,1.1,2,5,3,4,4,1,2,1,4,1,Good emphasis on technology and innovation.,Better communication between departments.,Professor Smith helped me grasp difficult concepts in networking.,Increased access to online learning materials.,Regular town hall meetings to discuss student concerns.
2023-08-03,Technical,Digital Marketing,1.2,5,4,1,2,3,2,1,5,5,1,Supportive career services and guidance.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,More frequent career counseling sessions.,Frequent cultural and diversity events.
2023-05-23,Technical,Software Engineering,3.2,2,2,3,1,4,2,1,2,4,3,Supportive career services and guidance.,Improvement in Wi-Fi connectivity across the campus.,The staff at the IT helpdesk was incredibly supportive during my project.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-02-06,Business,Financial Engineering,3.1,5,4,4,1,4,1,4,1,5,1,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,More student-led clubs and activities would boost engagement.
2023-05-28,Business,Computer Networking,1.1,1,4,3,5,2,3,1,1,3,4,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,A faculty member guided me towards an internship opportunity that shaped my career.,Better mental health support services.,More hands-on workshops and hackathons.
2023-03-27,Technical,Telecommunication,1.2,4,3,3,1,4,1,3,4,1,5,Great opportunities for practical learning and internships.,Better communication between departments.,My academic advisor was always available and provided great guidance.,More frequent career counseling sessions.,Frequent cultural and diversity events.
2023-04-17,Business,Financial Engineering,3.1,3,5,3,2,4,3,5,5,3,2,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,Frequent cultural and diversity events.
2023-06-22,Technical,Data Science,2.1,5,4,5,1,3,3,4,4,2,5,Good emphasis on technology and innovation.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,Increased access to online learning materials.,Regular town hall meetings to discuss student concerns.
2023-05-19,Business,Digital Marketing,3.2,1,2,1,5,5,5,2,2,3,2,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,More frequent career counseling sessions.,More hands-on workshops and hackathons.
2023-05-07,Technical,Financial Engineering,1.1,2,1,3,5,3,2,1,3,3,5,Well-maintained library and excellent resources.,Better coordination in scheduling exams and assignments.,The staff at the IT helpdesk was incredibly supportive during my project.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-06-12,Technical,Financial Engineering,3.1,1,4,3,2,1,3,5,5,3,1,Strong academic curriculum and supportive faculty.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,Additional workshops on modern technologies and tools.,More student-led clubs and activities would boost engagement.
2023-06-01,Technical,Software Engineering,3.1,5,4,4,4,3,3,2,3,2,4,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-05-09,Technical,Digital Marketing,2.1,3,1,3,3,2,3,1,4,2,4,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-05-06,Business,Financial Engineering,3.1,5,2,4,5,2,3,3,3,2,5,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,More hands-on workshops and hackathons.
2023-04-02,Technical,Data Science,3.1,4,5,1,3,2,1,2,5,3,2,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,Regular town hall meetings to discuss student concerns.
2023-05-21,Technical,Financial Engineering,2.2,5,4,5,2,3,5,3,2,3,2,Well-maintained library and excellent resources.,Better communication between departments.,My academic advisor was always available and provided great guidance.,Better mental health support services.,Regular town hall meetings to discuss student concerns.
2023-07-13,Technical,Data Science,2.2,2,4,4,2,5,3,3,3,1,5,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,My academic advisor was always available and provided great guidance.,Increased access to online learning materials.,More student-led clubs and activities would boost engagement.
2023-07-14,Technical,Telecommunication,3.1,2,1,4,4,2,5,5,3,5,2,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-02-02,Technical,Telecommunication,1.1,5,5,1,5,5,5,5,1,4,1,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,Regular town hall meetings to discuss student concerns.
2023-07-15,Business,Financial Engineering,3.2,4,1,2,5,2,2,3,5,2,4,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-05-03,Technical,Computer Networking,3.2,1,3,3,2,4,1,3,2,2,5,Good emphasis on technology and innovation.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,Increased collaboration opportunities between departments.
2023-01-28,Business,Data Science,2.2,2,4,3,5,2,4,4,2,1,4,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,My academic advisor was always available and provided great guidance.,Better mental health support services.,More hands-on workshops and hackathons.
2023-01-28,Technical,Telecommunication,2.2,2,3,5,3,1,5,1,4,4,1,Supportive career services and guidance.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-05-26,Business,Software Engineering,1.1,4,2,3,4,1,4,1,2,5,2,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,Regular town hall meetings to discuss student concerns.
2023-02-25,Business,Software Engineering,1.1,5,2,2,4,1,5,4,3,3,3,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,More frequent career counseling sessions.,More hands-on workshops and hackathons.
2023-07-04,Technical,Financial Engineering,1.1,3,4,4,5,5,3,4,3,1,1,Supportive career services and guidance.,Better communication between departments.,A faculty member guided me towards an internship opportunity that shaped my career.,Better mental health support services.,Increased collaboration opportunities between departments.
2023-02-14,Technical,Computer Networking,1.2,4,1,4,3,2,3,4,2,4,4,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,Regular town hall meetings to discuss student concerns.
2023-03-27,Technical,Financial Engineering,1.2,2,3,2,5,4,1,2,3,5,3,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-08-27,Business,Telecommunication,1.1,5,5,4,4,4,2,2,3,5,4,Supportive career services and guidance.,Better communication between departments.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,Frequent cultural and diversity events.
2023-05-16,Business,Financial Engineering,1.2,4,4,2,2,2,1,4,4,2,3,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,Additional workshops on modern technologies and tools.,Increased collaboration opportunities between departments.
2023-08-12,Business,Data Science,2.1,1,4,1,5,1,5,5,5,1,3,Great opportunities for practical learning and internships.,Better communication between departments.,My academic advisor was always available and provided great guidance.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-04-10,Business,Digital Marketing,1.2,1,1,3,4,4,5,2,5,1,2,Great opportunities for practical learning and internships.,Improvement in Wi-Fi connectivity across the campus.,My academic advisor was always available and provided great guidance.,Increased access to online learning materials.,More student-led clubs and activities would boost engagement.
2023-08-21,Technical,Software Engineering,1.2,5,3,3,2,4,5,3,2,1,5,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-02-05,Business,Computer Networking,2.2,1,3,3,2,1,4,2,2,5,2,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,My academic advisor was always available and provided great guidance.,More frequent career counseling sessions.,More student-led clubs and activities would boost engagement.
2023-05-24,Technical,Data Science,2.2,2,2,1,4,1,3,4,5,1,2,Supportive career services and guidance.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-05-18,Technical,Financial Engineering,1.1,2,1,5,4,1,2,4,4,5,4,Strong academic curriculum and supportive faculty.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-02-03,Business,Telecommunication,3.1,3,2,2,4,4,2,3,4,5,2,Good emphasis on technology and innovation.,More diverse extracurricular activities are needed.,My academic advisor was always available and provided great guidance.,Additional workshops on modern technologies and tools.,More hands-on workshops and hackathons.
2023-08-26,Business,Data Science,2.1,3,1,2,3,4,4,5,1,5,1,Strong academic curriculum and supportive faculty.,Better communication between departments.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,More hands-on workshops and hackathons.
2023-03-26,Technical,Digital Marketing,3.1,1,1,5,4,1,4,5,5,1,2,Well-maintained library and excellent resources.,Better communication between departments.,The staff at the IT helpdesk was incredibly supportive during my project.,More frequent career counseling sessions.,Regular town hall meetings to discuss student concerns.
2023-05-25,Technical,Telecommunication,2.1,1,3,3,4,4,3,1,1,4,5,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,Regular town hall meetings to discuss student concerns.
2023-06-03,Business,Computer Networking,1.1,2,3,3,5,4,3,5,2,2,2,Well-maintained library and excellent resources.,Better communication between departments.,Professor Smith helped me grasp difficult concepts in networking.,More frequent career counseling sessions.,Increased collaboration opportunities between departments.
2023-07-10,Business,Software Engineering,3.2,4,1,3,2,2,2,2,1,3,2,Well-maintained library and excellent resources.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,More frequent career counseling sessions.,Increased collaboration opportunities between departments.
2023-01-29,Technical,Telecommunication,2.1,3,4,2,3,1,3,2,5,5,3,Strong academic curriculum and supportive faculty.,Improvement in Wi-Fi connectivity across the campus.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,Frequent cultural and diversity events.
2023-05-17,Business,Data Science,2.1,4,5,4,4,1,3,3,3,1,3,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,More hands-on workshops and hackathons.
2023-08-25,Business,Software Engineering,3.2,2,1,4,1,3,5,3,3,5,2,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,More study spaces during exam periods would be helpful.,Increased collaboration opportunities between departments.
2023-06-09,Technical,Software Engineering,1.1,3,2,1,4,2,1,4,3,1,4,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,More student-led clubs and activities would boost engagement.
2023-01-04,Technical,Software Engineering,2.2,5,5,3,1,3,1,5,5,4,4,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,My academic advisor was always available and provided great guidance.,Additional workshops on modern technologies and tools.,More hands-on workshops and hackathons.
2023-05-16,Business,Digital Marketing,1.2,5,4,2,4,2,3,4,3,1,2,Good emphasis on technology and innovation.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-04-24,Business,Financial Engineering,3.1,4,4,5,3,4,2,4,2,4,5,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-02-23,Business,Software Engineering,2.2,4,2,4,1,4,1,5,2,4,5,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,Increased access to online learning materials.,Regular town hall meetings to discuss student concerns.
2023-05-15,Business,Telecommunication,1.2,1,5,1,2,3,3,4,3,4,3,Well-maintained library and excellent resources.,Better communication between departments.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,Increased collaboration opportunities between departments.
2023-04-06,Business,Data Science,3.2,2,1,3,3,3,3,2,5,3,2,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-07-17,Technical,Data Science,2.2,2,4,4,2,1,3,5,2,1,1,Well-maintained library and excellent resources.,Better coordination in scheduling exams and assignments.,My academic advisor was always available and provided great guidance.,More frequent career counseling sessions.,Frequent cultural and diversity events.
2023-05-12,Business,Financial Engineering,1.2,2,2,1,3,3,5,3,4,2,1,Supportive career services and guidance.,Improvement in Wi-Fi connectivity across the campus.,The staff at the IT helpdesk was incredibly supportive during my project.,Additional workshops on modern technologies and tools.,Regular town hall meetings to discuss student concerns.
2023-08-28,Business,Data Science,3.2,4,3,5,4,2,3,2,2,1,1,Good emphasis on technology and innovation.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-08-14,Business,Software Engineering,2.2,2,2,1,3,2,1,3,1,2,1,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-02-01,Business,Data Science,2.2,4,4,4,3,3,3,1,5,4,5,Strong academic curriculum and supportive faculty.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-05-14,Business,Telecommunication,3.1,1,1,2,2,3,5,5,3,5,3,Great opportunities for practical learning and internships.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,Additional workshops on modern technologies and tools.,Increased collaboration opportunities between departments.
2023-02-04,Business,Digital Marketing,2.2,2,4,5,5,3,3,2,3,3,3,Good emphasis on technology and innovation.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,More frequent career counseling sessions.,Frequent cultural and diversity events.
2023-03-15,Technical,Computer Networking,3.2,2,3,5,3,1,1,3,3,3,4,Well-maintained library and excellent resources.,Better communication between departments.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-04-27,Technical,Software Engineering,2.2,3,3,4,5,2,2,1,4,3,4,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,The librarian was extremely helpful in finding specific research materials.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-04-18,Business,Digital Marketing,3.1,2,1,5,2,3,4,3,1,2,5,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-07-15,Technical,Software Engineering,1.2,3,5,2,2,5,2,2,3,1,1,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,The staff at the IT helpdesk was incredibly supportive during my project.,Better mental health support services.,Regular town hall meetings to discuss student concerns.
2023-03-23,Business,Computer Networking,2.1,5,4,5,4,1,3,4,4,4,2,Well-maintained library and excellent resources.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-05-14,Business,Telecommunication,1.1,4,1,1,3,4,1,5,5,4,2,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,A faculty member guided me towards an internship opportunity that shaped my career.,Better mental health support services.,More hands-on workshops and hackathons.
2023-03-31,Technical,Digital Marketing,1.2,4,2,1,2,1,2,3,5,2,4,Well-maintained library and excellent resources.,Better communication between departments.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,Frequent cultural and diversity events.
2023-02-13,Business,Software Engineering,1.1,5,2,1,1,3,5,5,5,3,4,Supportive career services and guidance.,More diverse extracurricular activities are needed.,The librarian was extremely helpful in finding specific research materials.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-01-27,Technical,Digital Marketing,2.1,4,4,1,4,1,3,5,1,4,5,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,Increased collaboration opportunities between departments.
2023-04-30,Technical,Digital Marketing,1.1,2,3,2,5,3,5,1,5,1,2,Good emphasis on technology and innovation.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,More student-led clubs and activities would boost engagement.
2023-01-20,Business,Computer Networking,2.2,3,4,1,4,1,2,1,4,1,1,Supportive career services and guidance.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,More hands-on workshops and hackathons.
2023-03-10,Technical,Financial Engineering,3.2,1,1,2,3,2,4,5,5,3,5,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,Increased access to online learning materials.,More student-led clubs and activities would boost engagement.
2023-04-20,Technical,Financial Engineering,3.2,4,4,5,3,4,1,1,2,4,1,Strong academic curriculum and supportive faculty.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,Increased access to online learning materials.,More hands-on workshops and hackathons.
2023-06-23,Business,Computer Networking,3.1,3,4,2,1,1,4,5,1,4,2,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,More hands-on workshops and hackathons.
2023-04-07,Business,Telecommunication,2.2,4,2,4,2,5,4,5,2,5,3,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,Additional workshops on modern technologies and tools.,Regular town hall meetings to discuss student concerns.
2023-04-15,Business,Financial Engineering,2.1,4,4,5,4,3,5,2,4,1,2,Supportive career services and guidance.,Better coordination in scheduling exams and assignments.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-01-13,Business,Digital Marketing,3.1,2,1,3,4,3,3,2,1,2,4,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,My academic advisor was always available and provided great guidance.,More study spaces during exam periods would be helpful.,More hands-on workshops and hackathons.
2023-08-02,Business,Data Science,1.2,3,2,1,3,5,1,1,2,4,1,Supportive career services and guidance.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,Increased access to online learning materials.,Frequent cultural and diversity events.
2023-02-14,Technical,Financial Engineering,3.2,4,1,5,4,1,3,4,4,5,5,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,A faculty member guided me towards an internship opportunity that shaped my career.,More frequent career counseling sessions.,More student-led clubs and activities would boost engagement.
2023-02-11,Technical,Telecommunication,3.2,5,4,5,3,2,1,1,3,3,1,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,Professor Smith helped me grasp difficult concepts in networking.,Better mental health support services.,Increased collaboration opportunities between departments.
2023-01-01,Technical,Computer Networking,3.2,3,3,5,4,2,2,3,5,5,1,Strong academic curriculum and supportive faculty.,Need for more modern and updated classroom facilities.,The staff at the IT helpdesk was incredibly supportive during my project.,More frequent career counseling sessions.,Increased collaboration opportunities between departments.
2023-06-24,Technical,Digital Marketing,1.2,4,4,4,5,3,2,2,3,4,3,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,The librarian was extremely helpful in finding specific research materials.,Increased access to online learning materials.,Regular town hall meetings to discuss student concerns.
2023-08-22,Business,Financial Engineering,3.1,1,4,3,4,1,4,1,1,3,3,Well-maintained library and excellent resources.,Better coordination in scheduling exams and assignments.,A faculty member guided me towards an internship opportunity that shaped my career.,Increased access to online learning materials.,Increased collaboration opportunities between departments.
2023-08-17,Business,Computer Networking,3.2,1,2,3,3,3,4,1,2,1,3,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-06-10,Business,Digital Marketing,2.2,2,5,4,3,3,2,3,1,2,5,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,More frequent career counseling sessions.,Increased collaboration opportunities between departments.
2023-04-29,Technical,Financial Engineering,2.1,2,5,4,2,2,4,3,4,2,4,Great opportunities for practical learning and internships.,Better coordination in scheduling exams and assignments.,The staff at the IT helpdesk was incredibly supportive during my project.,Additional workshops on modern technologies and tools.,Increased collaboration opportunities between departments.
2023-06-12,Technical,Digital Marketing,2.1,2,2,4,3,2,1,5,1,1,1,Great opportunities for practical learning and internships.,Better communication between departments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-06-21,Technical,Financial Engineering,2.1,2,4,4,1,4,5,1,2,2,2,Good emphasis on technology and innovation.,Better coordination in scheduling exams and assignments.,My academic advisor was always available and provided great guidance.,More study spaces during exam periods would be helpful.,More hands-on workshops and hackathons.
2023-01-22,Technical,Digital Marketing,1.1,1,1,1,3,2,4,4,2,3,5,Well-maintained library and excellent resources.,Need for more modern and updated classroom facilities.,The librarian was extremely helpful in finding specific research materials.,Increased access to online learning materials.,Increased collaboration opportunities between departments.
2023-08-15,Technical,Software Engineering,1.1,2,4,2,2,1,3,2,2,2,1,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,The staff at the IT helpdesk was incredibly supportive during my project.,More frequent career counseling sessions.,Regular town hall meetings to discuss student concerns.
2023-02-09,Business,Computer Networking,2.1,5,3,5,5,4,1,1,3,4,1,Well-maintained library and excellent resources.,Improvement in Wi-Fi connectivity across the campus.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,Increased collaboration opportunities between departments.
2023-06-01,Business,Computer Networking,2.1,1,1,4,1,4,1,3,4,5,4,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,My academic advisor was always available and provided great guidance.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-03-31,Technical,Digital Marketing,2.2,4,4,3,1,4,3,5,4,3,4,Supportive career services and guidance.,Better communication between departments.,A faculty member guided me towards an internship opportunity that shaped my career.,Increased access to online learning materials.,Increased collaboration opportunities between departments.
2023-06-04,Technical,Telecommunication,3.1,1,4,1,4,1,1,2,2,5,1,Great opportunities for practical learning and internships.,Need for more modern and updated classroom facilities.,Professor Smith helped me grasp difficult concepts in networking.,Additional workshops on modern technologies and tools.,Regular town hall meetings to discuss student concerns.
2023-06-22,Business,Computer Networking,3.1,5,3,5,5,5,5,5,2,2,4,Great opportunities for practical learning and internships.,Improvement in Wi-Fi connectivity across the campus.,Professor Smith helped me grasp difficult concepts in networking.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-04-02,Technical,Digital Marketing,2.1,5,5,2,4,2,2,1,5,3,1,Strong academic curriculum and supportive faculty.,Better communication between departments.,A faculty member guided me towards an internship opportunity that shaped my career.,More study spaces during exam periods would be helpful.,Regular town hall meetings to discuss student concerns.
2023-08-30,Technical,Telecommunication,3.1,3,3,4,1,3,1,3,5,1,3,Great opportunities for practical learning and internships.,Improvement in Wi-Fi connectivity across the campus.,The staff at the IT helpdesk was incredibly supportive during my project.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
2023-01-23,Business,Financial Engineering,1.1,3,5,5,5,1,1,4,4,2,1,Great opportunities for practical learning and internships.,More diverse extracurricular activities are needed.,The staff at the IT helpdesk was incredibly supportive during my project.,Increased access to online learning materials.,Increased collaboration opportunities between departments.
2023-04-27,Business,Financial Engineering,1.1,3,2,3,1,4,4,1,1,2,2,Supportive career services and guidance.,More diverse extracurricular activities are needed.,The librarian was extremely helpful in finding specific research materials.,More study spaces during exam periods would be helpful.,More student-led clubs and activities would boost engagement.
2023-03-16,Technical,Financial Engineering,3.2,5,2,4,3,3,2,5,3,5,2,Well-maintained library and excellent resources.,More diverse extracurricular activities are needed.,My academic advisor was always available and provided great guidance.,Increased access to online learning materials.,More hands-on workshops and hackathons.
2023-07-01,Technical,Digital Marketing,3.2,5,4,2,5,4,4,4,5,3,2,Strong academic curriculum and supportive faculty.,More diverse extracurricular activities are needed.,The staff at the IT helpdesk was incredibly supportive during my project.,More study spaces during exam periods would be helpful.,Frequent cultural and diversity events.
